,StatusExistingCheckingAccount,DurationInMonth,CreditHistory,Purpose,CreditAmount,SavingsAccountBonds,PresentEmploymentSince,InstallmentRatePercentageOfDisposableIncome,PersonalStatusAndSex,OtherDebtorsGuarantors,PresentResidenceSince,Property,Age,OtherInstallmentPlans,Housing,NumberExistingCreditsAtThisBank,Job,NumPeopleLiableToProvideMaintenanceFor,Telephone,ForeignWorker,CreditApproved
245,4,24,3,10,1258,1,4,4,1,1,1,1,2,3,2,1,3,1,2,1,1
246,4,12,5,4,717,1,5,4,1,1,4,1,4,3,2,3,3,1,1,1,1
247,4,6,1,1,1204,2,3,4,1,1,1,4,3,1,1,1,3,1,1,2,1
248,3,24,3,3,1925,1,3,2,1,1,2,1,2,3,2,1,3,1,1,1,1
249,4,18,3,4,433,1,1,3,2,2,4,1,1,3,1,1,3,1,1,1,2
250,1,6,5,1,666,4,4,3,2,1,4,1,3,3,2,2,2,1,2,1,1
251,3,12,3,3,2251,1,3,1,2,1,2,3,4,3,2,1,2,1,1,1,1
252,2,30,3,1,2150,1,3,4,2,3,2,4,1,1,2,1,3,1,1,1,2
253,4,24,4,3,4151,2,3,2,1,1,3,2,3,3,2,2,3,1,1,1,1
254,2,9,3,3,2030,5,4,2,1,1,1,3,1,3,2,1,3,1,2,1,1
255,2,60,4,4,7418,5,3,1,1,1,1,1,2,3,2,1,2,1,1,1,1
256,4,24,5,4,2684,1,3,4,1,1,2,1,3,3,2,2,2,1,1,1,1
257,1,12,2,4,2149,1,3,4,1,1,1,4,2,3,3,1,3,1,1,1,2
258,4,15,3,2,3812,2,2,1,2,1,4,3,1,3,2,1,3,1,2,1,1
259,4,11,5,4,1154,2,1,4,2,1,4,1,5,3,2,3,2,1,1,1,1
260,1,12,3,3,1657,1,3,2,1,1,2,1,2,3,2,1,3,1,1,1,1
261,1,24,3,4,1603,1,5,4,2,1,4,3,5,3,2,1,3,1,1,1,1
262,1,18,5,1,5302,1,5,2,1,1,4,4,3,3,3,3,4,1,2,1,1
263,4,12,5,7,2748,1,5,2,2,1,4,4,5,1,3,3,2,1,1,1,1
264,4,10,5,1,1231,1,5,3,1,1,4,1,2,3,2,2,2,2,1,2,1
265,2,15,3,4,802,1,5,4,1,1,3,3,3,3,2,1,3,2,1,1,2
266,4,36,5,10,6304,5,5,4,1,1,4,1,3,3,2,2,3,1,1,1,1
267,4,24,3,4,1533,1,2,4,2,1,3,3,3,2,2,1,3,1,2,1,1
268,1,14,3,1,8978,1,5,1,1,1,4,2,4,3,2,1,4,1,2,2,2
269,4,24,3,4,999,5,5,4,1,1,2,3,2,3,2,2,3,1,1,1,1
270,4,18,3,1,2662,5,4,4,1,1,3,2,2,3,2,1,3,1,1,2,1
271,4,12,5,3,1402,3,4,3,2,1,4,3,3,3,1,1,3,1,2,1,1
272,2,48,2,1,12169,5,1,4,1,2,4,4,3,3,3,1,4,1,2,1,1
273,2,48,3,4,3060,1,4,4,1,1,4,1,2,3,2,2,3,1,1,1,2
274,1,30,3,6,11998,1,2,1,1,1,1,4,2,3,2,1,2,1,2,1,2
275,4,9,3,4,2697,1,3,1,1,1,2,1,2,3,2,1,3,2,1,1,1
276,4,18,5,4,2404,1,3,2,2,1,2,3,2,3,2,2,3,1,1,1,1
277,1,12,3,3,1262,5,5,2,1,1,4,2,4,3,2,1,2,1,2,1,1
278,4,6,3,3,4611,1,2,1,2,1,4,2,2,3,2,1,3,1,1,1,2
279,4,24,3,4,1901,2,3,4,1,1,4,3,2,3,1,1,4,1,2,1,1
280,4,15,5,2,3368,4,5,3,1,1,4,4,1,3,1,2,3,1,2,1,1
281,4,12,3,3,1574,1,3,4,1,1,2,1,4,3,2,1,3,1,1,1,1
282,3,18,2,4,1445,5,4,4,1,1,4,3,4,1,2,1,2,1,1,1,1
283,4,15,5,3,1520,5,5,4,1,1,4,2,5,3,2,1,3,1,1,1,1
284,2,24,5,1,3878,2,2,4,1,1,2,3,3,3,2,1,3,1,2,1,1
285,1,47,3,1,10722,1,2,1,2,1,1,1,3,3,2,1,2,1,2,1,1
286,1,48,3,2,4788,1,4,4,1,1,3,2,2,3,2,1,3,2,1,1,1
287,2,48,4,11,7582,2,1,2,1,1,4,4,2,3,3,1,4,1,2,1,1
288,2,12,3,4,1092,1,3,4,2,3,4,1,4,3,2,2,3,1,2,1,1
289,1,24,4,4,1024,1,2,4,1,1,4,1,4,2,2,1,3,1,1,1,2
290,4,12,3,10,1076,1,3,2,1,1,2,1,2,3,2,1,3,1,2,2,1
291,2,36,3,2,9398,1,2,1,1,1,4,3,2,3,1,1,4,1,2,1,2
292,1,24,5,2,6419,1,5,2,2,1,4,4,3,3,3,2,4,2,2,1,1
293,3,42,5,2,4796,1,5,4,1,1,4,4,5,3,3,1,3,1,1,1,1
294,4,48,5,10,7629,5,5,4,1,1,2,3,4,1,2,2,4,2,1,1,1
295,2,48,3,3,9960,1,2,1,2,1,2,3,2,3,2,1,3,1,2,1,2
296,4,12,3,2,4675,5,2,1,2,1,4,3,1,3,1,1,3,1,1,1,1
297,4,10,3,1,1287,5,5,4,1,2,2,2,4,3,2,1,2,1,1,2,1
298,4,18,3,3,2515,1,3,3,1,1,4,1,3,3,2,1,3,1,2,1,1
299,2,21,5,3,2745,4,4,3,1,1,2,3,2,3,2,2,3,1,2,1,1
300,4,6,3,1,672,1,1,1,2,1,4,1,4,3,2,1,1,1,2,1,1
301,2,36,1,4,3804,1,3,4,2,1,1,3,3,3,2,1,3,1,2,1,2
302,3,24,5,1,1344,5,4,4,1,1,2,1,3,1,2,2,2,2,1,1,2
303,1,10,5,1,1038,1,4,4,1,2,3,2,4,3,2,2,3,1,2,1,1
304,4,48,5,1,10127,3,3,2,1,1,2,4,3,1,3,1,3,1,1,1,2
305,4,6,3,3,1543,4,3,4,1,1,2,1,2,3,2,1,3,1,1,1,1
306,4,30,3,2,4811,5,4,2,2,1,4,2,1,2,1,1,2,1,1,1,1
307,1,12,3,4,727,2,2,4,1,1,3,4,2,3,2,1,2,1,2,1,2
308,2,8,3,3,1237,1,3,3,2,1,4,1,1,3,2,1,3,1,1,1,2
309,2,9,3,1,276,1,3,4,1,1,4,1,1,3,1,1,2,1,1,1,1
310,2,48,3,11,5381,5,1,3,1,1,4,4,3,1,3,1,1,1,2,1,1
311,4,24,3,3,5511,2,3,4,1,1,1,3,2,2,2,1,3,1,1,1,1
312,3,24,3,3,3749,1,2,2,2,1,4,3,2,3,2,1,3,1,1,1,1
313,2,12,3,1,685,1,4,2,1,1,3,3,2,1,2,1,2,1,1,1,2
314,3,4,3,1,1494,5,2,1,1,1,2,1,2,3,2,1,2,2,1,2,1
315,1,36,2,3,2746,1,5,4,1,1,4,3,2,1,2,1,3,1,1,1,2
316,1,12,3,3,708,1,3,2,1,3,3,2,3,3,2,1,2,2,1,1,1
317,2,24,3,3,4351,5,3,1,2,1,4,2,4,3,2,1,2,1,2,1,1
318,4,12,5,7,701,1,3,4,1,1,2,3,2,3,2,2,3,1,1,1,1
319,1,15,4,3,3643,1,5,1,2,1,4,2,2,3,2,2,2,1,1,1,1
320,2,30,5,1,4249,1,1,4,1,1,2,3,2,3,2,2,4,1,1,1,2
321,1,24,3,4,1938,1,2,4,1,1,3,2,2,3,2,1,3,1,1,1,2
322,1,24,3,2,2910,1,4,2,1,1,1,4,2,3,3,1,4,1,2,1,1
323,1,18,3,3,2659,4,3,4,1,1,2,3,2,3,2,1,3,1,1,1,1
324,4,18,5,1,1028,1,3,4,2,1,3,1,3,3,2,2,3,1,1,1,1
325,1,8,5,1,3398,1,4,1,1,1,4,1,3,3,2,2,2,1,1,2,1
326,4,12,5,3,5801,5,5,2,1,1,4,2,4,3,1,1,3,1,2,1,1
327,4,24,3,1,1525,4,4,4,2,1,3,3,2,3,2,1,3,2,2,1,1
328,3,36,3,4,4473,1,5,4,1,1,2,3,2,3,2,1,3,1,1,1,1
329,2,6,3,4,1068,1,5,4,1,1,4,3,2,3,2,1,3,2,1,1,1
330,1,24,5,2,6615,1,1,2,1,1,4,4,5,3,3,2,4,1,2,1,1
331,4,18,5,7,1864,2,3,4,2,1,2,1,2,3,2,2,3,1,1,1,2
332,2,60,3,1,7408,2,2,4,2,1,2,2,1,3,2,1,4,1,1,1,2
333,4,48,5,2,11590,2,3,2,2,1,4,3,1,1,1,2,2,1,1,1,2
334,1,24,1,3,4110,1,5,3,1,1,4,4,1,1,1,2,3,2,1,1,2
335,1,6,5,3,3384,1,3,1,1,1,4,1,3,3,1,1,4,1,2,1,2
336,2,13,3,4,2101,1,2,2,2,3,4,2,1,3,2,1,2,1,1,1,1
337,1,15,3,5,1275,5,3,4,2,1,2,3,1,3,1,1,3,1,1,1,2
338,1,24,3,3,4169,1,3,4,1,1,4,2,2,3,2,1,3,1,1,1,1
339,2,10,3,3,1521,1,3,4,1,1,2,3,2,3,2,1,2,1,1,1,1
340,2,24,5,7,5743,1,2,2,2,1,4,4,1,3,3,2,3,1,2,1,1
341,1,21,3,3,3599,1,4,1,2,1,4,3,2,3,1,1,2,1,1,1,1
342,2,18,3,4,3213,3,2,1,1,1,3,1,2,3,1,1,3,1,1,1,1
343,2,18,3,10,4439,1,5,1,1,2,1,1,2,1,2,1,4,1,2,1,1
344,3,10,3,1,3949,1,2,1,1,3,1,2,3,3,2,1,2,2,1,1,1
345,4,15,5,4,1459,1,3,4,2,1,2,3,3,3,2,1,2,1,1,1,1
346,2,13,5,4,882,1,2,4,1,3,4,1,1,3,2,2,3,1,1,1,1
347,2,24,3,4,3758,3,1,1,2,1,4,4,1,3,1,1,1,1,1,1,1
348,4,6,4,10,1743,2,3,1,1,1,2,1,2,3,2,2,2,1,1,1,1
349,2,9,5,7,1136,4,5,4,1,1,3,4,2,3,3,2,3,2,1,1,2
350,4,9,3,5,1236,1,2,1,2,1,4,1,1,3,1,1,3,1,2,1,1
351,2,9,3,3,959,1,3,1,2,1,2,3,2,3,2,1,3,1,1,2,2
352,4,18,5,2,3229,5,1,2,1,1,4,4,3,3,2,1,4,1,2,1,1
353,1,12,1,4,6199,1,3,4,1,1,2,2,2,3,1,2,3,1,2,1,2
354,4,10,3,7,727,3,5,4,1,1,4,4,4,3,3,1,3,1,2,1,1
355,2,24,3,1,1246,1,2,4,1,1,2,1,1,2,2,1,2,1,1,1,2
356,4,12,5,4,2331,5,5,1,1,2,4,1,4,3,2,1,3,1,2,1,1
357,4,36,4,4,4463,1,3,4,1,1,2,3,2,3,2,2,4,1,2,1,2
358,4,12,3,4,776,1,3,4,1,1,2,1,2,3,2,1,3,1,1,1,1
359,1,30,3,3,2406,1,4,4,2,1,4,1,1,3,1,1,3,1,1,1,2
360,2,18,3,7,1239,5,3,4,1,1,4,4,5,3,3,1,3,1,1,1,1
361,3,12,3,4,3399,5,5,2,1,1,3,3,3,3,2,1,4,1,1,1,1
362,3,12,4,1,2247,1,3,2,2,1,2,3,3,2,2,2,3,1,2,1,1
363,4,6,3,3,1766,1,3,1,1,1,2,2,1,3,1,1,3,1,1,1,1
364,1,18,3,3,2473,1,1,4,1,1,1,3,2,3,2,1,1,1,1,1,2
365,4,12,3,10,1542,1,4,2,1,1,4,3,3,3,2,1,3,1,2,1,1
366,4,18,5,2,3850,1,4,3,1,1,1,3,2,3,2,2,3,1,1,1,1
367,1,18,3,3,3650,1,2,1,2,1,4,3,1,3,1,1,3,1,1,1,1
368,1,36,3,3,3446,1,5,4,1,1,2,3,3,3,2,1,3,2,1,1,2
369,2,18,3,3,3001,1,4,2,2,1,4,1,3,3,1,1,3,1,1,1,1
370,4,36,3,1,3079,5,3,4,1,1,4,1,3,3,2,1,3,1,1,1,1
371,4,18,5,4,6070,1,5,3,1,1,4,3,2,3,2,2,3,1,2,1,1
372,4,10,5,3,2146,1,2,1,2,1,3,1,1,3,1,2,3,1,1,1,1
373,4,60,5,1,13756,5,5,2,1,1,4,4,5,1,3,1,4,1,2,1,1
374,2,60,2,11,14782,2,5,3,2,1,4,4,5,1,3,2,4,1,2,1,2
375,1,48,2,10,7685,1,4,2,2,3,4,3,3,3,1,1,3,1,1,1,2
376,4,18,4,4,2320,1,1,2,1,1,3,1,2,3,2,2,3,1,1,1,1
377,4,7,4,4,846,5,5,3,1,1,4,4,3,3,3,1,3,1,1,1,1
378,2,36,3,1,14318,1,5,4,1,1,2,4,5,3,3,1,4,1,2,1,2
379,4,6,5,1,362,2,3,4,2,1,4,3,4,3,2,2,2,1,1,1,1
380,1,20,3,3,2212,5,4,4,1,1,4,3,3,3,2,1,3,1,2,1,1
381,2,18,3,2,12976,1,1,3,2,1,4,4,3,3,3,1,4,1,2,1,2
382,4,22,3,1,1283,5,4,4,2,1,4,2,2,3,1,1,3,1,1,1,1
383,3,12,3,1,1330,1,2,4,1,1,1,1,2,3,2,1,3,1,1,1,1
384,4,30,4,10,4272,2,3,2,1,1,2,2,2,3,2,2,2,1,1,1,1
385,4,18,5,4,2238,1,3,2,2,1,1,3,2,3,2,2,3,1,1,1,1
386,4,18,3,4,1126,5,2,4,2,1,2,1,1,3,1,1,3,1,2,1,1
387,2,18,5,3,7374,1,1,4,1,1,4,2,3,2,2,2,4,1,2,1,1
388,2,15,5,10,2326,3,3,2,1,1,4,3,2,1,2,1,3,1,1,1,1
389,4,9,3,10,1449,1,4,3,2,1,2,3,2,3,2,2,3,1,1,1,1
390,4,18,3,1,1820,1,3,2,1,1,2,2,2,3,2,1,4,1,2,1,1
391,2,12,3,3,983,4,2,1,2,1,4,1,1,3,1,1,2,1,1,1,1
392,1,36,3,1,3249,1,4,2,1,1,4,4,3,1,3,1,4,2,2,1,1
393,1,6,5,4,1957,1,4,1,2,1,4,3,2,3,2,1,3,1,1,1,1
394,4,9,5,3,2406,1,1,2,1,1,3,3,2,3,2,1,4,1,1,1,1
395,2,39,4,7,11760,2,4,2,1,1,3,4,2,3,1,1,3,1,2,1,1
396,1,12,3,3,2578,1,1,3,2,1,4,4,5,3,3,1,4,1,1,1,1
397,1,36,5,3,2348,1,3,3,1,1,2,2,4,3,2,2,3,1,2,1,1
398,2,12,3,1,1223,1,5,1,1,1,1,1,4,3,1,2,3,1,1,1,2
399,4,24,5,4,1516,4,3,4,2,1,1,1,3,3,2,2,2,1,1,1,1
400,4,18,3,4,1473,1,2,3,1,1,4,1,3,3,2,1,3,1,2,1,1
401,2,18,5,10,1887,5,3,4,1,1,4,1,2,1,2,2,3,1,1,1,1
402,4,24,4,10,8648,1,2,2,1,1,2,3,2,1,2,2,3,1,2,1,2
403,4,14,4,1,802,1,3,4,1,1,2,3,2,3,2,2,2,1,1,1,1
404,2,18,4,1,2899,5,5,4,1,1,4,3,3,3,2,1,3,2,1,1,1
405,2,24,3,4,2039,1,2,1,1,1,1,2,1,3,2,1,3,1,2,1,2
406,4,24,5,2,2197,5,4,4,1,1,4,3,3,3,2,2,3,2,2,1,1
407,1,15,3,4,1053,1,2,4,1,1,2,1,2,3,2,1,3,1,1,2,1
408,4,24,3,4,3235,3,5,3,1,1,2,3,2,3,2,1,4,1,2,1,1
409,3,12,5,1,939,3,4,4,1,1,2,1,2,3,2,3,3,1,2,1,2
410,2,24,3,4,1967,1,5,4,2,1,4,3,1,3,2,1,3,1,2,1,1
411,4,33,5,2,7253,1,4,3,1,1,2,3,3,3,2,2,4,1,2,1,1
412,4,12,5,10,2292,1,1,4,1,1,2,3,3,2,2,2,4,1,2,1,2
413,4,10,3,1,1597,3,3,3,1,1,2,4,3,3,1,1,2,2,1,2,1
414,1,24,3,1,1381,5,3,4,2,1,2,2,3,3,2,1,3,1,1,1,2
415,4,36,5,2,5842,1,5,2,1,1,2,2,3,3,2,2,3,2,2,1,1
416,1,12,3,1,2579,1,2,4,1,1,1,1,2,3,2,1,2,2,1,1,2
417,1,18,4,7,8471,5,3,1,2,1,2,3,1,3,1,2,3,1,2,1,1
418,4,21,3,1,2782,3,4,1,2,1,2,3,2,1,2,1,4,1,1,1,1
419,2,18,3,1,1042,5,3,4,2,1,2,2,2,3,2,1,3,1,1,1,2
420,4,15,3,1,3186,4,4,2,2,1,3,3,1,3,1,1,3,1,1,1,1
421,2,12,3,2,2028,5,3,4,1,1,2,3,2,3,2,1,3,1,1,1,1
422,2,12,5,1,958,1,4,2,1,1,3,1,4,3,2,2,2,2,1,1,1
423,4,21,4,3,1591,2,4,4,1,1,3,1,2,3,2,2,4,1,1,1,1
424,2,12,3,3,2762,5,5,1,2,1,2,2,2,1,2,1,3,1,2,1,2
425,2,18,3,2,2779,1,3,1,1,1,3,3,1,3,1,1,3,1,2,1,1
426,4,28,5,4,2743,1,5,4,1,1,2,3,2,3,2,2,3,1,1,1,1
427,4,18,5,4,1149,4,3,4,1,1,3,1,4,3,2,2,3,1,1,1,1
428,4,9,3,3,1313,1,5,1,1,1,4,3,1,3,2,1,3,1,1,1,1
429,1,18,5,6,1190,1,1,2,2,1,4,4,5,3,3,3,1,2,1,1,2
430,4,5,3,10,3448,1,4,1,1,1,4,1,5,3,2,1,2,1,1,1,1
431,2,24,3,11,11328,1,3,2,1,2,3,3,2,1,2,2,4,1,2,1,2
432,1,6,5,3,1872,1,1,4,1,1,4,4,3,3,3,3,4,1,2,1,1
433,4,24,5,6,2058,1,3,4,1,1,2,1,2,3,2,2,3,1,2,1,1
434,1,9,3,3,2136,1,3,3,1,1,2,1,2,3,2,1,3,1,1,1,1
435,2,12,3,4,1484,5,3,2,1,1,1,1,2,3,2,1,3,1,2,1,2
436,4,6,3,6,660,3,4,2,1,1,4,1,1,3,1,1,2,1,1,1,1
437,4,24,5,1,1287,4,5,4,2,1,4,1,3,3,2,2,3,1,2,1,1
438,1,42,5,6,3394,1,1,4,1,2,4,3,5,3,2,2,1,1,1,1,1
439,3,12,2,10,609,1,2,4,2,1,1,1,2,3,2,1,1,1,1,1,2
440,4,12,3,1,1884,1,5,4,1,1,4,3,3,3,2,1,4,1,2,1,1
441,1,12,3,3,1620,1,3,2,2,2,3,2,2,3,2,1,3,1,1,1,1
442,2,20,4,11,2629,1,3,2,1,1,3,3,2,1,2,2,3,1,2,1,1
443,4,12,3,7,719,1,5,4,1,1,4,3,3,1,2,1,2,2,1,1,2
444,2,48,5,3,5096,1,3,2,2,1,3,3,2,3,2,1,4,1,2,1,2
445,4,9,5,7,1244,5,5,4,2,1,4,2,3,3,1,2,2,1,1,1,1
446,1,36,3,1,1842,1,2,4,2,1,4,3,2,3,2,1,3,1,2,1,2
447,2,7,3,4,2576,1,3,2,1,3,2,1,3,3,2,1,3,1,1,1,1
448,3,12,3,3,1424,5,5,3,2,1,4,1,5,3,2,1,4,1,2,1,1
449,2,15,4,6,1512,4,3,3,1,1,3,2,5,2,2,2,3,1,1,1,2
450,4,36,5,2,11054,5,3,4,1,1,2,3,2,3,2,1,4,1,2,1,1
451,4,6,3,4,518,1,3,3,2,1,1,1,2,3,2,1,3,1,1,1,1
452,4,12,1,3,2759,1,5,2,1,1,4,2,2,3,2,2,3,1,1,1,1
453,4,24,3,2,2670,1,5,4,1,1,4,3,3,3,2,1,4,1,2,1,1
454,1,24,3,1,4817,1,4,2,1,2,3,2,2,3,2,1,3,1,2,1,2
455,4,24,3,2,2679,1,2,4,2,1,1,4,2,3,2,1,4,1,2,1,1
456,1,11,5,1,3905,1,3,2,1,1,2,1,3,3,1,2,3,2,1,1,1
457,1,12,3,2,3386,1,5,3,1,1,4,4,3,3,3,1,3,1,2,1,2
458,1,6,3,5,343,1,2,4,2,1,1,1,2,3,2,1,3,1,1,1,1
459,4,18,3,4,4594,1,2,3,1,1,2,3,2,3,2,1,3,1,2,1,1
460,1,36,3,3,3620,1,3,1,1,3,2,2,3,3,2,1,3,2,1,1,1
461,1,15,3,1,1721,1,2,2,1,1,3,1,3,3,2,1,3,1,1,1,1
462,2,12,3,3,3017,1,2,3,2,1,1,1,2,3,1,1,4,1,1,1,1
463,2,12,3,9,754,5,5,4,1,1,4,2,3,3,2,2,3,1,1,1,1
464,4,18,3,10,1950,1,4,4,1,1,1,3,2,2,2,2,3,1,2,1,1
465,1,24,3,2,2924,1,3,3,1,3,4,4,5,1,2,1,3,2,2,1,1
466,1,24,4,4,1659,1,2,4,2,1,2,3,2,3,1,1,2,1,2,1,2
467,4,48,4,4,7238,5,5,3,1,1,3,3,2,1,2,2,3,2,1,1,1
468,4,33,4,10,2764,1,3,2,2,1,2,3,2,3,2,2,3,1,2,1,1
469,4,24,4,2,4679,1,4,3,1,1,3,3,3,3,2,2,2,1,2,1,1
470,2,24,3,4,3092,2,2,3,1,1,2,3,1,3,1,1,3,1,2,1,2
471,1,6,3,7,448,1,2,4,2,1,4,2,1,3,2,1,3,1,1,1,2
472,1,9,3,1,654,1,3,4,1,1,3,3,2,3,2,1,2,1,1,1,2
473,4,6,3,9,1238,5,1,4,1,1,4,2,3,3,2,1,4,2,2,1,1
474,2,18,5,4,1245,1,3,4,1,1,2,3,2,3,2,1,3,1,1,1,2
475,1,18,1,3,3114,1,2,1,2,1,4,2,2,3,1,1,3,1,1,1,2
476,4,39,3,2,2569,3,3,4,1,1,4,3,1,3,2,1,3,1,1,1,1
477,3,24,3,4,5152,1,4,4,1,1,2,3,2,1,2,1,3,1,1,1,1
478,2,12,3,10,1037,2,4,3,1,1,4,1,3,3,2,1,2,1,1,1,1
479,1,15,5,3,1478,1,5,4,1,1,4,3,3,3,2,2,3,2,2,1,1
480,2,12,5,4,3573,1,3,1,2,1,1,1,1,3,2,1,2,1,1,1,1
481,2,24,3,1,1201,1,2,4,1,1,1,2,2,3,2,1,3,1,1,1,1
482,1,30,3,3,3622,4,5,4,2,1,4,2,5,3,1,2,3,1,2,1,1
483,4,15,4,3,960,4,4,3,2,1,2,2,2,3,2,2,3,1,1,1,1
484,4,12,5,1,1163,3,3,4,1,1,4,1,3,3,2,1,3,1,2,1,1
485,2,6,4,1,1209,1,1,4,1,1,4,2,4,3,2,1,4,1,2,1,2
486,4,12,3,4,3077,1,3,2,1,1,4,3,4,3,2,1,3,1,2,1,1
487,4,24,3,1,3757,1,5,4,2,2,4,4,5,3,3,1,3,1,2,1,1
488,4,10,3,1,1418,2,3,3,1,1,2,1,3,3,1,1,2,1,1,2,1
489,4,6,3,1,3518,1,3,2,1,3,3,2,2,3,1,1,3,1,1,1,1
490,4,12,5,4,1934,1,5,2,1,1,2,4,2,3,2,2,3,1,1,1,1
491,2,27,1,10,8318,1,5,2,2,1,4,4,3,3,3,2,4,1,2,1,2
492,4,6,5,4,1237,2,3,1,2,1,1,2,2,3,2,2,3,1,1,1,1
493,2,6,3,4,368,5,5,4,1,1,4,2,3,3,2,1,3,1,1,1,1
494,1,12,5,1,2122,1,3,3,1,1,2,1,3,3,1,2,2,2,1,2,1
495,1,24,3,3,2996,5,3,2,1,1,4,3,1,3,2,1,3,1,1,1,2
